International Finance and Economics - MSc
University of Sussex
University of Sussex Business School
Our International Finance and Economics MSc will prepare you for a career in international finance. On the course, you’ll explore:
Find the specific fees for your chosen programme on the website
MSc
1 year full time, 2 years part time
Brighton
United Kingdom
https://www.findamasters.com/masters-degrees/course/international-finance-and-economics-msc/?i356d4272c16349
On Campus
