Master of Arts / Master of Science (Development Policy, Planning and Practice) - Tuljapur Campus
TATA Institute of Social Sciences
Department of Social Sciences
Apply
See website for programme fees.
MA, MSc, Other
1 year full time
Mumbai
India
https://www.findamasters.com/masters-degrees/course/master-of-arts-master-of-science-development-policy-planning-and-practice-tuljapur-campus/?i3729d8877c69523
On Campus
