Banking and Finance - MSc
Bangor University
College of Arts, Humanities and Business
This degree programme provides the opportunity to follow the prestigious CFA (Chartered Financial Analyst) specialist pathway and acquire the skills to complete the CFA Level 1 examination (for both September-intake and January-intake students). Click here for more
Please see the university website for further information on fees for this course.
MSc
1 year full time
Bangor
United Kingdom
https://www.findamasters.com/masters-degrees/course/banking-and-finance-msc/?i13d8006c53539
On Campus
