Education, Public Policy & Equity - MSc
University of Glasgow
College of Social Sciences
This programme provides the broad preparation needed for work in education policy. The teaching methods emphasise dealing with applied issues and facilitate your development as a critical thinker through engaging with real life
Please see the university website for further information on fees for this course.
MSc
1 year full-time; 2 years part-time
Glasgow
United Kingdom
https://www.findamasters.com/masters-degrees/course/education-public-policy-and-equity-msc/?i307d4959c43673
On Campus
