Criminology and Criminal Justice Practice (MSc)
Sheffield Hallam University
Postgraduate Courses
Enhance your knowledge of criminology and criminal justice or develop a career in the criminal justice profession.
Our tuition fee for UK students starting full-time study in 2024/25 is £10,310 for the course.  Please see the university website for further information on fees for this course.
MSc
1 year full-time, 2 years part-time
Sheffield
United Kingdom
https://www.findamasters.com/masters-degrees/course/criminology-and-criminal-justice-practice-msc/?i219d2021c57475
On Campus
